competencia;caixa;campo;valor
43252;43313;sapinhoa;1288780112
43344;43405;albacora leste;2488345,32
43344;43405;barracuda;30696879,97
43344;43405;baleia azul;5184468,99
43344;43405;baleia franca;19125896,88
43344;43405;jubarte;644662734,5
43344;43405;leste do urucu;13272474,1
43344;43405;lula;5362683362
43344;43405;manati;3984115,12
43344;43405;marlim;59512495,88
43344;43405;marlim leste;46989820,26
43344;43405;marlim sul;324315587,9
43344;43405;mexilhao;7738715,3
43344;43405;peregrino;29435895,94
43344;43405;rio urucu;15223440,46
43344;43405;roncador;345615854,8
43344;43405;sapinhoa;1074876587
43435;43497;barracuda;8418840,36
43435;43497;jubarte;2386847914
43435;43497;leste do urucu;9318421,72
43435;43497;lula;4706358561
43435;43497;marlim;29471871,04
43435;43497;marlim leste;3766983,78
43435;43497;marlim sul;264770560,7
43435;43497;mexilhao;4624223,28
43435;43497;peregrino;12654154,64
43435;43497;rio urucu;15780382,87
43435;43497;roncador;282682427,7
43435;43497;sapinhoa;934684745,4
43525;43586;albacora;1241588,42
43525;43586;barracuda;14922818,9
43525;43586;caratinga;15,49
43525;43586;jubarte;955126563,2
43525;43586;leste do urucu;10759971,22
43525;43586;lula;4681601288
43525;43586;marlim;3958424,56
43525;43586;marlim leste;35501259,97
43525;43586;marlim sul;290204499
43525;43586;mexilhao;3927364,8
43525;43586;peregrino;32131296,07
43525;43586;rio urucu;15229101,54
43525;43586;roncador;301383058,5
43525;43586;sapinhoa;1074706316
43525;43586;tartaruga verde;22541288,38
43617;43678;barracuda;8654990,617
43617;43678;jubarte;824968983,4
43617;43678;leste do urucu;10047829,75
43617;43678;lula;4977886276
43617;43678;manati;959755,045
43617;43678;marlim;10312303,21
43617;43678;marlim leste;3666974,304
43617;43678;marlim sul;158004701,8
43617;43678;mexilhao;3081311,985
43617;43678;peregrino;37962833,95
43617;43678;rio urucu;14189100,95
43617;43678;roncador;134513221,8
43617;43678;sapinhoa;877388574,8
43617;43678;tartaruga verde;79494412,89
43709;43770;argonauta;1797090,22
43709;43770;barracuda;3461135,35
43709;43770;jubarte;803439938
43709;43770;leste do urucu;12337131,9
43709;43770;tupi;5990996619
43709;43770;manati;3113996,56
43709;43770;marlim;18486698,44
43709;43770;marlim sul;99985312,09
43709;43770;mexilhao;3194511,48
43709;43770;peregrino;44184030,31
43709;43770;rio urucu;15186710,45
43709;43770;sapinhoa;756744127,3
43709;43770;tartaruga verde;81936993,63
43800;43862;jubarte;778796826,2
43800;43862;leste do urucu;8580246,6
43800;43862;tupi;4265861207
43800;43862;marlim;15353269,68
43800;43862;marlim sul;6668004,94
43800;43862;mexilhao;920738,2
43800;43862;rio urucu;9512108,6
43800;43862;roncador;213234,46
43800;43862;sapinhoa;705487628
43800;43862;tartaruga verde;57997402,83
43891;43952;jubarte;308300498,4
43891;43952;leste do urucu;7090117,04
43891;43952;tupi;2436771365
43891;43952;mexilhao;1101886,48
43891;43952;rio urucu;6176890,04
43891;43952;sapinhoa;311716841,1
43891;43952;tartaruga verde;27538247,44
43983;44044;jubarte;598883096,8
43983;44044;leste do urucu;12356727,62
43983;44044;tupi;4447433570
43983;44044;mexilhao;2443463,32
43983;44044;rio urucu;10793956,42
43983;44044;sapinhoa;426258989,1
43983;44044;tartaruga verde;39110613,07
44075;44136;albacora;104287172,5
44075;44136;barracuda;635589,36
44075;44136;golfinho;-0,004024006
44075;44136;jubarte;590477117,2
44075;44136;leste do urucu;14814797,8
44075;44136;tupi;4158992606
44075;44136;manati;383423,96
44075;44136;marlim sul;136568607,9
44075;44136;mexilhao;2293597,28
44075;44136;rio urucu;16386289,72
44075;44136;sapinhoa;494700762
44075;44136;tartaruga verde;36886630,73
44166;44228;albacora;84369,76495
44166;44228;albacora leste;20394,05367
44166;44228;barracuda;9732109,681
44166;44228;baleia azul;4783,736039
44166;44228;baleia franca;6863,593965
44166;44228;bauna;29981,24039
44166;44228;cachalote;4050,259154
44166;44228;canto do amaro;72308,72454
44166;44228;caratinga;135957,9314
44166;44228;carapeba;1364,751548
44166;44228;carmopolis;18154,60605
44166;44228;espadarte;203,0059156
44166;44228;golfinho;2696,299451
44166;44228;jubarte;1044678175
44166;44228;leste do urucu;25455541,56
44166;44228;tupi;6754501690
44166;44228;manati;142930,8157
44166;44228;marimba;699,309995
44166;44228;marlim;1308276,503
44166;44228;marlim leste;5836834,076
44166;44228;marlim sul;233334493,2
44166;44228;mexilhao;3342906,704
44166;44228;miranga;1257,641552
44166;44228;pampo;162,4631289
44166;44228;peroa;6595,468076
44166;44228;rio urucu;23687308,46
44166;44228;roncador;151507330,1
44166;44228;sapinhoa;1035717019
44166;44228;tartaruga verde;66824413,93
44256;44317;albacora;104287172,5
44256;44317;barracuda;2580907,64
44256;44317;golfinho;-0,004024006
44256;44317;jubarte;742332491,8
44256;44317;leste do urucu;23850944,64
44256;44317;tupi;7395400001
44256;44317;manati;2719285,2
44256;44317;marlim leste;56148686,93
44256;44317;marlim sul;205635658,2
44256;44317;mexilhao;3289284,94
44256;44317;rio urucu;22935687,6
44256;44317;roncador;446561010,1
44256;44317;sapinhoa;1207548992
44256;44317;tartaruga verde;50277640,32
44348;44409;albacora leste;2127773,07
44348;44409;jubarte;942051248,3
44348;44409;leste do urucu;31479880,18
44348;44409;tupi;8187548461
44348;44409;lapa;48273414,45
44348;44409;manati;339840,81
44348;44409;marlim leste;138742257,9
44348;44409;marlim sul;256722455,8
44348;44409;rio urucu;31372191,92
44348;44409;roncador;480165337
44348;44409;sapinhoa;1315288283
44348;44409;tartaruga verde;65507818
44440;44501;barracuda;6524502,33
44440;44501;baleia franca;1792388,25
44440;44501;berbigao;574105,14
44440;44501;bicudo;922056,5477
44440;44501;cachalote;204188,98
44440;44501;canto do amaro;10948,3
44440;44501;caratinga;1391,07
44440;44501;carapeba;336065,68
44440;44501;espadarte;107339836,2
44440;44501;estreito;1770671,608
44440;44501;gaviao caboclo;263807,5
44440;44501;golfinho;1298900,29
44440;44501;jubarte;1207149466
44440;44501;leste do urucu;49295179,08
44440;44501;tupi;9345203636
44440;44501;lapa;42954282,49
44440;44501;manati;655224,79
44440;44501;marimba;1187970,87
44440;44501;marlim;207025,69
44440;44501;marlim leste;116560189,4
44440;44501;marlim sul;363842424,3
44440;44501;mexilhao;1266897,12
44440;44501;miranga;1218491,492
44440;44501;namorado;6210639,02
44440;44501;pilar;-0,00343962
44440;44501;rio urucu;34141608,03
44440;44501;roncador;355055375,9
44440;44501;sapinhoa;1140778444
44440;44501;tartaruga verde;67384103,84
44531;44593;albacora;336840,3928
44531;44593;albacora leste;1565868,007
44531;44593;barracuda;13543370,55
44531;44593;baleia azul;1374,261328
44531;44593;baleia franca;2207,45251
44531;44593;bicudo;0,370947999
44531;44593;cachalote;887,7012659
44531;44593;canto do amaro;102424,5484
44531;44593;caratinga;806700,2188
44531;44593;carapeba;19092,29096
44531;44593;carmopolis;3588,9116
44531;44593;cherne;32784,63326
44531;44593;espadarte;8477,114753
44531;44593;fazenda alegre;123,2043739
44531;44593;golfinho;4952,472359
44531;44593;jubarte;866362381,1
44531;44593;leste do urucu;30854632,92
44531;44593;tupi;11305138877
44531;44593;lapa;69381653,89
44531;44593;manati;53,80811731
44531;44593;marimba;178238,6651
44531;44593;marlim;13998164,92
44531;44593;marlim leste;141145966
44531;44593;marlim sul;222208899,7
44531;44593;mexilhao;3552687,393
44531;44593;miranga;63394,01942
44531;44593;namorado;44263,07028
44531;44593;pampo;41176,12516
44531;44593;peroa;1438,36001
44531;44593;pilar;2,725182181
44531;44593;rio urucu;27643081,36
44531;44593;roncador;614570116,9
44531;44593;sapinhoa;1764879693
44531;44593;sururu;68659759,68
44531;44593;tartaruga verde;79450217,6
44621;44682;barracuda;2697,79
44621;44682;jubarte;723719315,7
44621;44682;leste do urucu;33341128,11
44621;44682;tupi;9776680941
44621;44682;lapa;70634353,11
44621;44682;marlim;798265,5107
44621;44682;marlim leste;53585511,32
44621;44682;marlim sul;272198534,9
44621;44682;mexilhao;6136741,66
44621;44682;rio urucu;31938219,78
44621;44682;roncador;497549948,2
44621;44682;sapinhoa;1805808399
44621;44682;sururu;99491064,99
44621;44682;tartaruga verde;68166851,17
44713;44774;albacora leste;9305729,01
44713;44774;berbigao;139135501,4
44713;44774;jubarte;377024915
44713;44774;leste do urucu;30181356,47
44713;44774;tupi;10010987514
44713;44774;lapa;61635714,75
44713;44774;marlim leste;141371359,1
44713;44774;marlim sul;248633601,7
44713;44774;mexilhao;7169891,03
44713;44774;rio urucu;32762129,17
44713;44774;roncador;428849004,9
44713;44774;sapinhoa;1669926085
44713;44774;sururu;127182989
44713;44774;tartaruga verde;59244587
44805;44866;barracuda;108409,94
44805;44866;bauna;5152963,68
44805;44866;berbigao;47814072,87
44805;44866;jubarte;271904747,5
44805;44866;leste do urucu;22734419,64
44805;44866;tupi;8491912626
44805;44866;lapa;5109902,57
44805;44866;marlim;15488613,75
44805;44866;marlim leste;23259816,72
44805;44866;marlim sul;204713133,5
44805;44866;mexilhao;2307350,14
44805;44866;rio urucu;19706368,88
44805;44866;roncador;390864867,3
44805;44866;sapinhoa;938424963,3
44805;44866;sururu;178099684
44805;44866;tartaruga verde;41346187,47
44896;44958;albacora leste;8942068,33
44896;44958;barracuda;11110868,57
44896;44958;baleia azul;89490,2
44896;44958;baleia franca;244856,2623
44896;44958;berbigao;67930922,28
44896;44958;cachalote;144169,0659
44896;44958;gaviao caboclo;4333329,33
44896;44958;jubarte;243995514,3
44896;44958;leste do urucu;16288986,77
44896;44958;tupi;7226414361
44896;44958;lapa;11655550,47
44896;44958;marlim;299121,52
44896;44958;marlim leste;76181245,37
44896;44958;marlim sul;142667762,2
44896;44958;peregrino;2293033,46
44896;44958;rio urucu;15408198,03
44896;44958;roncador;301685956,7
44896;44958;sapinhoa;905984909,3
44896;44958;sururu;196109959,8
44896;44958;tartaruga verde;29540336,47
44986;45047;barracuda;6665973,22
44986;45047;berbigao;45815881,26
44986;45047;jubarte;389108048,8
44986;45047;leste do urucu;14407043,38
44986;45047;tupi;6659798929
44986;45047;lapa;21748810,05
44986;45047;marlim;3122880,15
44986;45047;marlim leste;57225997,31
44986;45047;marlim sul;37713515,02
44986;45047;rio urucu;12158891,68
44986;45047;roncador;161225964,2
44986;45047;sapinhoa;960680103
44986;45047;sururu;108684714,8
44986;45047;tartaruga verde;18687840,9
45078;45139;albacora leste;1402640,84
45078;45139;barracuda;1621571,99
45078;45139;berbigao;178126118,4
45078;45139;frade;40630337,55
45078;45139;jubarte;608242167,1
45078;45139;leste do urucu;17570854,01
45078;45139;tupi;7802861534
45078;45139;lapa;31295152,3
45078;45139;marlim leste;77773793,39
45078;45139;marlim sul;154917425,9
45078;45139;mexilhao;45864,99
45078;45139;rio urucu;10671038,8
45078;45139;roncador;374383225,3
45078;45139;sapinhoa;1141668883
45078;45139;sururu;131020188,8
45078;45139;tartaruga verde;21982969,95
45170;45231;albacora leste;2780924,72
45170;45231;barracuda;17248327,78
45170;45231;bauna;17140292,45
45170;45231;berbigao;119776456,5
45170;45231;frade;50845467,93
45170;45231;jubarte;468145582,2
45170;45231;leste do urucu;16470374,27
45170;45231;tupi;7825041996
45170;45231;lapa;29567507,46
45170;45231;marlim leste;103031808,3
45170;45231;marlim sul;90551714,3
45170;45231;rio urucu;15892202,29
45170;45231;roncador;291144414,4
45170;45231;sapinhoa;814842531
45170;45231;sururu;84123496,07
45170;45231;tartaruga verde;757919,76
45261;45323;albacora leste;220387,17
45261;45323;barracuda;9109465,72
45261;45323;bauna;4925924,31
45261;45323;berbigao;174750833,9
45261;45323;frade;33934271,07
45261;45323;jubarte;670898970
45261;45323;leste do urucu;14357682,95
45261;45323;tupi;6690138798
45261;45323;lapa;758147,62
45261;45323;marlim sul;94924739,85
45261;45323;rio urucu;13132253,25
45261;45323;roncador;110411965,4
45261;45323;sapinhoa;601904360,7
45261;45323;sururu;144643342,4
45261;45323;tartaruga verde;10099537,93
45352;45413;albacora leste;2407090
45352;45413;barracuda;9643347,71
45352;45413;bauna;24594,95
45352;45413;berbigao;159515036
45352;45413;frade;39447346,9
45352;45413;jubarte;426037095,5
45352;45413;leste do urucu;11461749,95
45352;45413;tupi;7019184433
45352;45413;lapa;30329200,45
45352;45413;marlim leste;212807,26
45352;45413;marlim sul;90618898,5
45352;45413;rio urucu;15003193,29
45352;45413;roncador;32924296,4
45352;45413;sapinhoa;800707052,7
45352;45413;sururu;111505025,7
45352;45413;tartaruga verde;6073408,32
45444;45505;barracuda;3172503,08
45444;45505;berbigao;148592246
45444;45505;frade;21706821,92
45444;45505;jubarte;413373648,7
45444;45505;leste do urucu;13913620,36
45444;45505;tupi;7921133791
45444;45505;lapa;28805403,09
45444;45505;rio urucu;13829914,38
45444;45505;roncador;133053950
45444;45505;sapinhoa;595434348
45444;45505;sururu;121729292,1
45444;45505;tartaruga verde;6882349,68
45536;45597;albacora;3143144,37
45536;45597;albacora leste;72356,8
45536;45597;berbigão;83682685,93
45536;45597;frade;23155524,24
45536;45597;jubarte;195036464,2
45536;45597;leste do urucu;15892004,64
45536;45597;tupi;7820604870
45536;45597;lapa;20359604,17
45536;45597;marlim;15462239,05
45536;45597;marlim sul;38661859,07
45536;45597;peregrino;55807926,54
45536;45597;rio urucu;15912573,84
45536;45597;roncador;115246354,2
45536;45597;sapinhoá;332353828,2
45536;45597;sururu;78782260,26
45536;45597;tartaruga verde;2575082,95
