competencia;caixa;municipio;estado;valor
44986;45047;marica;rio de janeiro;341735271,8
44986;45047;niteroi;rio de janeiro;287108702,8
44986;45047;quissama;rio de janeiro;696116,53
44986;45047;rio das ostras;rio de janeiro;2180494,75
44986;45047;rio de janeiro;rio de janeiro;53743610,25
44986;45047;sao joao da barra;rio de janeiro;4439093,01
44986;45047;saquarema;rio de janeiro;11380,3
44986;45047;ilhabela;sao paulo;49035945,12
45078;45139;coari;amazonas;2773735,59
45078;45139;tefe;amazonas;50453,69
45078;45139;itapemirim;espirito santo;19648959,09
45078;45139;marataizes;espirito santo;22973428,29
45078;45139;piuma;espirito santo;196462,23
45078;45139;presidente kennedy;espirito santo;23022712,82
45078;45139;araruama;rio de janeiro;32128,4
45078;45139;armacao dos buzios;rio de janeiro;683765,95
45078;45139;arraial do cabo;rio de janeiro;49455,18
45078;45139;cabo frio;rio de janeiro;4491223,92
45078;45139;campos dos goytacazes;rio de janeiro;34746813,66
45078;45139;carapebus;rio de janeiro;127025,15
45078;45139;casimiro de abreu;rio de janeiro;1109038,21
45078;45139;macae;rio de janeiro;1606823,64
45078;45139;marica;rio de janeiro;413204006,8
45078;45139;niteroi;rio de janeiro;336387939,6
45078;45139;quissama;rio de janeiro;861731,07
45078;45139;rio das ostras;rio de janeiro;3821631,35
45078;45139;rio de janeiro;rio de janeiro;62972653,53
45078;45139;sao joao da barra;rio de janeiro;13550228,57
45078;45139;saquarema;rio de janeiro;13386,93
45078;45139;caraguatatuba;sao paulo;1205,54
45078;45139;iguape;sao paulo;1586,89
45078;45139;ilhabela;sao paulo;58547293,12
45078;45139;peruibe;sao paulo;706,36
45078;45139;ubatuba;sao paulo;387,83
45170;45231;coari;amazonas;3177405,56
45170;45231;tefe;amazonas;58852,1
45170;45231;itapemirim;espirito santo;15123208,96
45170;45231;marataizes;espirito santo;17681952,25
45170;45231;piuma;espirito santo;151211,03
45170;45231;presidente kennedy;espirito santo;17765144,91
45170;45231;araruama;rio de janeiro;1107,71
45170;45231;armacao dos buzios;rio de janeiro;399672,14
45170;45231;arraial do cabo;rio de janeiro;1705,1
45170;45231;cabo frio;rio de janeiro;2698232,69
45170;45231;campos dos goytacazes;rio de janeiro;28953188,8
45170;45231;carapebus;rio de janeiro;168278,17
45170;45231;casimiro de abreu;rio de janeiro;1017370,91
45170;45231;macae;rio de janeiro;2128659,77
45170;45231;marica;rio de janeiro;403326626,9
45170;45231;niteroi;rio de janeiro;337103847,7
45170;45231;quissama;rio de janeiro;113231,72
45170;45231;rio das ostras;rio de janeiro;4133649,58
45170;45231;rio de janeiro;rio de janeiro;62648776,94
45170;45231;sao joao da barra;rio de janeiro;12073526,02
45170;45231;saquarema;rio de janeiro;461,55
45170;45231;iguape;sao paulo;122038,89
45170;45231;ilha comprida;sao paulo;1591990,36
45170;45231;ilhabela;sao paulo;42147980,94
45261;45323;coari;amazonas;2698700,99
45261;45323;tefe;amazonas;50292,63
45261;45323;itapemirim;espirito santo;23891755,58
45261;45323;marataizes;espirito santo;19656812,47
45261;45323;piuma;espirito santo;158199,63
45261;45323;presidente kennedy;espirito santo;24868701,78
45261;45323;araruama;rio de janeiro;14760,61
45261;45323;armacao dos buzios;rio de janeiro;418973,56
45261;45323;arraial do cabo;rio de janeiro;22720,97
45261;45323;cabo frio;rio de janeiro;2803268,27
45261;45323;campos dos goytacazes;rio de janeiro;12418181,33
45261;45323;casimiro de abreu;rio de janeiro;766575,25
45261;45323;marica;rio de janeiro;359532031,3
45261;45323;niteroi;rio de janeiro;288318763,7
45261;45323;quissama;rio de janeiro;382940,97
45261;45323;rio das ostras;rio de janeiro;1269801,64
45261;45323;rio de janeiro;rio de janeiro;53742850,13
45261;45323;sao joao da barra;rio de janeiro;5747882,67
45261;45323;saquarema;rio de janeiro;6150,3
45261;45323;iguape;sao paulo;35072,59
45261;45323;ilhabela;sao paulo;30079555,92
45261;45323;sao sebastiao;sao paulo;30079555,92
45261;45323;ilha comprida;sao paulo;457519,85
45352;45413;coari;amazonas;2597111,57
45352;45413;tefe;amazonas;49382,75
45352;45413;itapemirim;espirito santo;14114114,4
45352;45413;marataizes;espirito santo;15191913,69
45352;45413;piuma;espirito santo;128349,88
45352;45413;presidente kennedy;espirito santo;13620167,18
45352;45413;araruama;rio de janeiro;8876,37
45352;45413;armacao dos buzios;rio de janeiro;399968,68
45352;45413;arraial do cabo;rio de janeiro;13663,38
45352;45413;cabo frio;rio de janeiro;2664207,98
45352;45413;campos dos goytacazes;rio de janeiro;7922901,07
45352;45413;carapebus;rio de janeiro;347,56
45352;45413;casimiro de abreu;rio de janeiro;749278,39
45352;45413;macae;rio de janeiro;4396,64
45352;45413;marica;rio de janeiro;370713463,3
45352;45413;niteroi;rio de janeiro;302448283,4
45352;45413;quissama;rio de janeiro;299805,78
45352;45413;rio das ostras;rio de janeiro;1239775,61
45352;45413;rio de janeiro;rio de janeiro;56321876,32
45352;45413;sao joao da barra;rio de janeiro;4054316,21
45352;45413;saquarema;rio de janeiro;3698,52
45352;45413;iguape;sao paulo;175,11
45352;45413;ilhabela;sao paulo;41480549,71
45352;45413;sao sebastiao;sao paulo;41480549,71
45352;45413;ilha comprida;sao paulo;2284,38
45444;45505;coari;amazonas;2724657,37
45444;45505;tefe;amazonas;49696,11
45444;45505;itapemirim;espirito santo;13533849,45
45444;45505;marataizes;espirito santo;15152085,03
45444;45505;piuma;espirito santo;128773,07
45444;45505;presidente kennedy;espirito santo;14307741,15
45444;45505;araruama;rio de janeiro;10058,65
45444;45505;arraial do cabo;rio de janeiro;15483,25
45444;45505;cabo frio;rio de janeiro;66256,31
45444;45505;campos dos goytacazes;rio de janeiro;8454045,71
45444;45505;casimiro de abreu;rio de janeiro;57634,17
45444;45505;marica;rio de janeiro;414797496,5
45444;45505;niteroi;rio de janeiro;341312527,2
45444;45505;quissama;rio de janeiro;256365,48
45444;45505;rio das ostras;rio de janeiro;73515,05
45444;45505;rio de janeiro;rio de janeiro;63504852,58
45444;45505;sao joao da barra;rio de janeiro;5395572,8
45444;45505;saquarema;rio de janeiro;4191,14
45444;45505;ilhabela;sao paulo;31158993,89
45444;45505;sao sebastiao;sao paulo;31158993,89
45536;45597;coari;amazonas;3126063,39
45536;45597;tefe;amazonas;54394,46
45536;45597;itapemirim;espirito santo;6576144,38
45536;45597;marataizes;espirito santo;6660648,2
45536;45597;piuma;espirito santo;55730,31
45536;45597;presidente kennedy;espirito santo;7758461,05
45536;45597;araruama;rio de janeiro;3763,53
45536;45597;armacao dos buzios;rio de janeiro;724392,14
45536;45597;arraial do cabo;rio de janeiro;377719,52
45536;45597;cabo frio;rio de janeiro;2822336,59
45536;45597;campos dos goytacazes;rio de janeiro;10187462,3
45536;45597;carapebus;rio de janeiro;9909,88
45536;45597;casimiro de abreu;rio de janeiro;572040,12
45536;45597;macae;rio de janeiro;354475,64
45536;45597;marica;rio de janeiro;399003506,1
45536;45597;niteroi;rio de janeiro;336933214,1
45536;45597;parati;rio de janeiro;2262665,41
45536;45597;quissama;rio de janeiro;198281,62
45536;45597;rio das ostras;rio de janeiro;1193671,29
45536;45597;rio de janeiro;rio de janeiro;62565372,89
45536;45597;sao joao da barra;rio de janeiro;5020872,61
45536;45597;saquarema;rio de janeiro;1568,16
45536;45597;ilhabela;sao paulo;17606092,12
45536;45597;sao sebastiao;sao paulo;17606092,12
