competencia;caixa;municipio;estado;valor
43070;43132;rio de janeiro;rio de janeiro;32140009,35
43070;43132;sao joao da barra;rio de janeiro;13247710,43
43070;43132;caraguatatuba;sao paulo;134486,35
43070;43132;iguape;sao paulo;177027,19
43070;43132;ilhabela;sao paulo;88342477,86
43070;43132;peruibe;sao paulo;78799,11
43070;43132;ubatuba;sao paulo;43264,33
43160;43221;coari;amazonas;3031523,53
43160;43221;cairu;bahia;318703,61
43160;43221;pojuca;bahia;25699,46
43160;43221;itapemirim;espirito santo;32357159,92
43160;43221;marataizes;espirito santo;5087270,3
43160;43221;presidente kennedy;espirito santo;43212002,43
43160;43221;armacao dos buzios;rio de janeiro;1962932,55
43160;43221;arraial do cabo;rio de janeiro;269980,5
43160;43221;cabo frio;rio de janeiro;11550547,37
43160;43221;campos dos goytacazes;rio de janeiro;67827340,76
43160;43221;carapebus;rio de janeiro;73408,24
43160;43221;casimiro de abreu;rio de janeiro;3285652,6
43160;43221;macae;rio de janeiro;5555289,49
43160;43221;marica;rio de janeiro;257018268,9
43160;43221;niteroi;rio de janeiro;226259859,2
43160;43221;parati;rio de janeiro;1642337,19
43160;43221;quissama;rio de janeiro;163348,12
43160;43221;rio das ostras;rio de janeiro;13032156,13
43160;43221;rio de janeiro;rio de janeiro;42121730,19
43160;43221;sao joao da barra;rio de janeiro;15929759,93
43160;43221;caraguatatuba;sao paulo;81967,24
43160;43221;iguape;sao paulo;107895,19
43160;43221;ilhabela;sao paulo;100743790,5
43160;43221;peruibe;sao paulo;48026,77
43160;43221;ubatuba;sao paulo;26368,89
43252;43313;coari;amazonas;2817321,96
43252;43313;tefe;amazonas;910674,42
43252;43313;cairu;bahia;506089,49
43252;43313;itapemirim;espirito santo;31792816,49
43252;43313;marataizes;espirito santo;4995704,43
43252;43313;presidente kennedy;espirito santo;39952584,8
43252;43313;armacao dos buzios;rio de janeiro;2105538,54
43252;43313;arraial do cabo;rio de janeiro;391647,52
43252;43313;cabo frio;rio de janeiro;11970979,18
43252;43313;campos dos goytacazes;rio de janeiro;54958506,11
43252;43313;carapebus;rio de janeiro;98390,49
43252;43313;casimiro de abreu;rio de janeiro;3581595,22
43252;43313;macae;rio de janeiro;4906044,54
43252;43313;marica;rio de janeiro;280610723,6
43252;43313;niteroi;rio de janeiro;247028910
43252;43313;parati;rio de janeiro;2382641,87
43252;43313;quissama;rio de janeiro;168667,67
43252;43313;rio das ostras;rio de janeiro;12257478,59
43252;43313;rio de janeiro;rio de janeiro;46021568,13
43252;43313;sao joao da barra;rio de janeiro;10603389,49
43252;43313;ilhabela;sao paulo;128648608,4
43344;43405;coari;amazonas;2760707,8
43344;43405;tefe;amazonas;88883,66
43344;43405;cairu;bahia;398411,51
43344;43405;itapemirim;espirito santo;29804788,85
43344;43405;marataizes;espirito santo;4409267,28
43344;43405;presidente kennedy;espirito santo;37305036,5
43344;43405;armacao dos buzios;rio de janeiro;1723520,88
43344;43405;arraial do cabo;rio de janeiro;196172,58
43344;43405;cabo frio;rio de janeiro;10287349,1
43344;43405;campos dos goytacazes;rio de janeiro;43672353,12
43344;43405;carapebus;rio de janeiro;76746,79
43344;43405;casimiro de abreu;rio de janeiro;2843476,28
43344;43405;macae;rio de janeiro;2205701,28
43344;43405;marica;rio de janeiro;262424661,8
43344;43405;niteroi;rio de janeiro;231019247,3
43344;43405;parati;rio de janeiro;1193443,08
43344;43405;quissama;rio de janeiro;76056,69
43344;43405;rio das ostras;rio de janeiro;7492918,82
43344;43405;rio de janeiro;rio de janeiro;43015755,15
43344;43405;sao joao da barra;rio de janeiro;9515966,82
43344;43405;caraguatatuba;sao paulo;203409,81
43344;43405;iguape;sao paulo;267752,58
43344;43405;ilhabela;sao paulo;107414419,6
43344;43405;peruibe;sao paulo;119183,18
43344;43405;ubatuba;sao paulo;65437,02
43435;43497;coari;amazonas;2428701,39
43435;43497;tefe;amazonas;81179,07
43435;43497;itapemirim;espirito santo;77109860,95
43435;43497;marataizes;espirito santo;90141649,96
43435;43497;piuma;espirito santo;770848,21
43435;43497;presidente kennedy;espirito santo;74442631,35
43435;43497;armacao dos buzios;rio de janeiro;1294189,19
43435;43497;arraial do cabo;rio de janeiro;84332,35
43435;43497;cabo frio;rio de janeiro;7903507,98
43435;43497;campos dos goytacazes;rio de janeiro;32026258,61
43435;43497;carapebus;rio de janeiro;6152,48
43435;43497;casimiro de abreu;rio de janeiro;1908504,56
43435;43497;macae;rio de janeiro;688023,44
43435;43497;marica;rio de janeiro;230307193,3
43435;43497;niteroi;rio de janeiro;202745405,4
43435;43497;parati;rio de janeiro;513047,52
43435;43497;rio das ostras;rio de janeiro;4189070,76
43435;43497;rio de janeiro;rio de janeiro;37749631,29
43435;43497;sao joao da barra;rio de janeiro;7783197,91
43435;43497;caraguatatuba;sao paulo;121546,32
43435;43497;iguape;sao paulo;159993,96
43435;43497;ilhabela;sao paulo;93372663,99
43435;43497;peruibe;sao paulo;71217,21
43435;43497;ubatuba;sao paulo;39101,51
43525;43586;coari;amazonas;15640514,76
43525;43586;tefe;amazonas;79007,02
43525;43586;itapemirim;espirito santo;30861584,04
43525;43586;marataizes;espirito santo;36058164,42
43525;43586;piuma;espirito santo;308329,3
43525;43586;presidente kennedy;espirito santo;32314853,65
43525;43586;araruama;rio de janeiro;32944,39
43525;43586;armacao dos buzios;rio de janeiro;1599708,14
43525;43586;arraial do cabo;rio de janeiro;264847,04
43525;43586;cabo frio;rio de janeiro;9402339,71
43525;43586;campos dos goytacazes;rio de janeiro;35119976,4
43525;43586;carapebus;rio de janeiro;61897,53
43525;43586;casimiro de abreu;rio de janeiro;2342151,42
43525;43586;macae;rio de janeiro;836674,02
43525;43586;marica;rio de janeiro;229561012
43525;43586;niteroi;rio de janeiro;201933349,5
43525;43586;parati;rio de janeiro;1302724,85
43525;43586;quissama;rio de janeiro;879216,62
43525;43586;rio das ostras;rio de janeiro;4813778,26
43525;43586;rio de janeiro;rio de janeiro;38047140,37
43525;43586;sao joao da barra;rio de janeiro;8298089,16
43525;43586;saquarema;rio de janeiro;13726,93
43525;43586;caraguatatuba;sao paulo;103229,6
43525;43586;iguape;sao paulo;135883,28
43525;43586;ilhabela;sao paulo;107339263,5
43525;43586;peruibe;sao paulo;60484,96
43525;43586;ubatuba;sao paulo;33209,02
43617;43678;coari;amazonas;2353241,1
43617;43678;tefe;amazonas;70451,98
43617;43678;cairu;bahia;95975,5
43617;43678;itapemirim;espirito santo;26650210,49
43617;43678;marataizes;espirito santo;31159243,46
43617;43678;piuma;espirito santo;266465,02
43617;43678;presidente kennedy;espirito santo;26219770,88
43617;43678;araruama;rio de janeiro;116182,13
43617;43678;armacao dos buzios;rio de janeiro;1074074,81
43617;43678;arraial do cabo;rio de janeiro;431838,42
43617;43678;cabo frio;rio de janeiro;6133919,43
43617;43678;campos dos goytacazes;rio de janeiro;16980877,79
43617;43678;carapebus;rio de janeiro;5989,15
43617;43678;casimiro de abreu;rio de janeiro;1384996,42
43617;43678;macae;rio de janeiro;312691,22
43617;43678;marica;rio de janeiro;245235508,5
43617;43678;niteroi;rio de janeiro;215339953,5
43617;43678;parati;rio de janeiro;1539157,55
43617;43678;quissama;rio de janeiro;2961143,32
43617;43678;rio das ostras;rio de janeiro;2572335,26
43617;43678;rio de janeiro;rio de janeiro;41566276,68
43617;43678;sao joao da barra;rio de janeiro;3703601,37
43617;43678;saquarema;rio de janeiro;48409,56
43617;43678;caraguatatuba;sao paulo;80991,36
43617;43678;iguape;sao paulo;106610,62
43617;43678;ilhabela;sao paulo;87629701,6
43617;43678;peruibe;sao paulo;47454,98
43617;43678;ubatuba;sao paulo;26054,96
43709;43770;coari;amazonas;2678242,47
43709;43770;tefe;amazonas;74141,78
43709;43770;cairu;bahia;311399,65
43709;43770;anchieta;espirito santo;29715,79
43709;43770;itapemirim;espirito santo;25983220,5
43709;43770;marataizes;espirito santo;30389334,99
43709;43770;piuma;espirito santo;291154,82
43709;43770;presidente kennedy;espirito santo;23830276,76
43709;43770;araruama;rio de janeiro;119751,99
43709;43770;armacao dos buzios;rio de janeiro;879721,25
43709;43770;arraial do cabo;rio de janeiro;478794,04
43709;43770;cabo frio;rio de janeiro;4664199,19
43709;43770;campos dos goytacazes;rio de janeiro;6096657,28
43709;43770;casimiro de abreu;rio de janeiro;955076,66
43709;43770;macae;rio de janeiro;408070,12
43709;43770;marica;rio de janeiro;294862816,6
43709;43770;niteroi;rio de janeiro;259011347,6
43709;43770;parati;rio de janeiro;1791388,48
43709;43770;quissama;rio de janeiro;3052128,73
43709;43770;rio das ostras;rio de janeiro;1983839,35
43709;43770;rio de janeiro;rio de janeiro;49686091
43709;43770;saquarema;rio de janeiro;49897,01
43709;43770;caraguatatuba;sao paulo;83966,78
43709;43770;iguape;sao paulo;110527,23
43709;43770;ilhabela;sao paulo;75588458,92
43709;43770;peruibe;sao paulo;49198,36
43709;43770;ubatuba;sao paulo;27012,16
43800;43862;coari;amazonas;1760650
43800;43862;tefe;amazonas;48585,52
43800;43862;itapemirim;espirito santo;25158642,06
43800;43862;marataizes;espirito santo;29415311,86
43800;43862;piuma;espirito santo;251551,42
43800;43862;presidente kennedy;espirito santo;23057028,79
43800;43862;araruama;rio de janeiro;84763,97
43800;43862;armacao dos buzios;rio de janeiro;29430,88
43800;43862;arraial do cabo;rio de janeiro;130476,98
43800;43862;cabo frio;rio de janeiro;514177,69
43800;43862;campos dos goytacazes;rio de janeiro;1113664,61
43800;43862;casimiro de abreu;rio de janeiro;42223,37
43800;43862;macae;rio de janeiro;313275,93
43800;43862;marica;rio de janeiro;209948562,4
43800;43862;niteroi;rio de janeiro;184423922,6
43800;43862;quissama;rio de janeiro;2160386,07
43800;43862;rio das ostras;rio de janeiro;528756,95
43800;43862;rio de janeiro;rio de janeiro;35401206,08
43800;43862;sao joao da barra;rio de janeiro;5871,06
43800;43862;saquarema;rio de janeiro;35318,57
43800;43862;caraguatatuba;sao paulo;24201,33
43800;43862;iguape;sao paulo;31856,72
43800;43862;ilhabela;sao paulo;70437236,01
43800;43862;peruibe;sao paulo;14180,2
43800;43862;ubatuba;sao paulo;7785,58
43891;43952;coari;amazonas;1293312,15
43891;43952;tefe;amazonas;33388,55
43891;43952;itapemirim;espirito santo;9959493,44
43891;43952;marataizes;espirito santo;11644571,45
43891;43952;piuma;espirito santo;99581,09
43891;43952;presidente kennedy;espirito santo;9126403,85
43891;43952;araruama;rio de janeiro;40247,51
43891;43952;arraial do cabo;rio de janeiro;61952,91
43891;43952;cabo frio;rio de janeiro;155171,24
43891;43952;marica;rio de janeiro;119812679,7
43891;43952;niteroi;rio de janeiro;105284642,6
43891;43952;quissama;rio de janeiro;1025791,55
43891;43952;rio de janeiro;rio de janeiro;20089191,37
43891;43952;saquarema;rio de janeiro;16769,92
43891;43952;caraguatatuba;sao paulo;28962,76
43891;43952;iguape;sao paulo;38124,28
43891;43952;ilhabela;sao paulo;31133012,75
43891;43952;peruibe;sao paulo;16970,05
43891;43952;ubatuba;sao paulo;9317,34
43983;44044;coari;amazonas;2259377,25
43983;44044;tefe;amazonas;55691,15
43983;44044;itapemirim;espirito santo;19346619,02
43983;44044;marataizes;espirito santo;22619934,34
43983;44044;piuma;espirito santo;193439,27
43983;44044;presidente kennedy;espirito santo;17728317,13
43983;44044;araruama;rio de janeiro;57160,68
43983;44044;arraial do cabo;rio de janeiro;87987,3
43983;44044;cabo frio;rio de janeiro;220378,68
43983;44044;marica;rio de janeiro;218443981,9
43983;44044;niteroi;rio de janeiro;192032676,7
43983;44044;quissama;rio de janeiro;1456858,74
43983;44044;rio de janeiro;rio de janeiro;36407431,33
43983;44044;saquarema;rio de janeiro;23817,12
43983;44044;caraguatatuba;sao paulo;64225,71
43983;44044;iguape;sao paulo;84541,63
43983;44044;ilhabela;sao paulo;42587310,83
43983;44044;peruibe;sao paulo;37631,54
43983;44044;ubatuba;sao paulo;20661,44
44075;44136;coari;amazonas;6413590,23
44075;44136;tefe;amazonas;4014410,82
44075;44136;cairu;bahia;72027,18
44075;44136;pojuca;bahia;3087140,18
44075;44136;itapemirim;espirito santo;19075068,03
44075;44136;marataizes;espirito santo;22302438,81
44075;44136;piuma;espirito santo;190724,13
44075;44136;presidente kennedy;espirito santo;17479480,78
44075;44136;araruama;rio de janeiro;53910,3
44075;44136;armacao dos buzios;rio de janeiro;602778,95
44075;44136;arraial do cabo;rio de janeiro;82984
44075;44136;cabo frio;rio de janeiro;4051045,72
44075;44136;campos dos goytacazes;rio de janeiro;6860209,85
44075;44136;casimiro de abreu;rio de janeiro;876330,91
44075;44136;marica;rio de janeiro;204283119
44075;44136;niteroi;rio de janeiro;179581811
44075;44136;quissama;rio de janeiro;1374016,06
44075;44136;rio das ostras;rio de janeiro;1537901,36
44075;44136;rio de janeiro;rio de janeiro;34069830,15
44075;44136;saquarema;rio de janeiro;22462,78
44075;44136;caraguatatuba;sao paulo;57964,64
44075;44136;iguape;sao paulo;76300,06
44075;44136;ilhabela;sao paulo;49415670,65
44075;44136;peruibe;sao paulo;33963,01
44075;44136;ubatuba;sao paulo;18647,25
44075;44136;general maynard;sergipe;104287172,5
44166;44228;coari;amazonas;4804007,59
44166;44228;tefe;amazonas;110277,35
44166;44228;cairu;bahia;14293,09
44166;44228;pojuca;bahia;125,73
44166;44228;aracruz;espirito santo;166,04
44166;44228;fundao;espirito santo;27,52
44166;44228;itapemirim;espirito santo;33759169,8
44166;44228;linhares;espirito santo;659,55
44166;44228;marataizes;espirito santo;39430673,86
44166;44228;piuma;espirito santo;337167,92
44166;44228;presidente kennedy;espirito santo;32968422,7
44166;44228;serra;espirito santo;70,03
44166;44228;vitoria;espirito santo;6,06
44166;44228;araruama;rio de janeiro;97664,76
44166;44228;armacao dos buzios;rio de janeiro;1030339,16
44166;44228;arraial do cabo;rio de janeiro;150335,98
44166;44228;cabo frio;rio de janeiro;7023975,82
44166;44228;campos dos goytacazes;rio de janeiro;21477574,6
44166;44228;carapebus;rio de janeiro;9846,38
44166;44228;casimiro de abreu;rio de janeiro;1661867,25
44166;44228;macae;rio de janeiro;147290,61
44166;44228;marica;rio de janeiro;331913214,9
44166;44228;niteroi;rio de janeiro;291731810
44166;44228;quissama;rio de janeiro;2492525,56
44166;44228;rio das ostras;rio de janeiro;3020974,79
44166;44228;rio de janeiro;rio de janeiro;55517520,62
44166;44228;sao joao da barra;rio de janeiro;4171506,32
44166;44228;saquarema;rio de janeiro;40693,94
44166;44228;areia branca;rio grande do norte;1408,33
44166;44228;mossoro;rio grande do norte;5820,02
44166;44228;serra do mel;rio grande do norte;2,37
44166;44228;caraguatatuba;sao paulo;87696,15
44166;44228;iguape;sao paulo;115922,88
44166;44228;ilha comprida;sao paulo;2784,65
44166;44228;ilhabela;sao paulo;51754614,46
44166;44228;peruibe;sao paulo;51435,91
44166;44228;ubatuba;sao paulo;28184,7
44166;44228;carmopolis;sergipe;797,32
44166;44228;general maynard;sergipe;5,64
44166;44228;japaratuba;sergipe;893,35
44166;44228;maruim;sergipe;21,48
44166;44228;rosario do catete;sergipe;77,83
44166;44228;santo amaro das brotas;sergipe;20,04
44256;44317;coari;amazonas;7946159,54
44256;44317;tefe;amazonas;4040395,97
44256;44317;cairu;bahia;305613,3
44256;44317;pojuca;bahia;3087140,18
44256;44317;itapemirim;espirito santo;23980679,97
44256;44317;marataizes;espirito santo;28038046,68
44256;44317;piuma;espirito santo;239773,4
44256;44317;presidente kennedy;espirito santo;27946430,89
44256;44317;araruama;rio de janeiro;73481,43
44256;44317;armacao dos buzios;rio de janeiro;907623,27
44256;44317;arraial do cabo;rio de janeiro;113109,81
44256;44317;cabo frio;rio de janeiro;6084191,34
44256;44317;campos dos goytacazes;rio de janeiro;39607355,44
44256;44317;carapebus;rio de janeiro;91705,63
44256;44317;casimiro de abreu;rio de janeiro;1420208,36
44256;44317;macae;rio de janeiro;1160044,18
44256;44317;marica;rio de janeiro;362934205
44256;44317;niteroi;rio de janeiro;319154300,6
44256;44317;quissama;rio de janeiro;1872827,2
44256;44317;rio das ostras;rio de janeiro;3837791,98
44256;44317;rio de janeiro;rio de janeiro;60320864,3
44256;44317;sao joao da barra;rio de janeiro;12295326,43
44256;44317;saquarema;rio de janeiro;30617,48
44256;44317;caraguatatuba;sao paulo;84135,99
44256;44317;iguape;sao paulo;110749,96
44256;44317;ilhabela;sao paulo;60294400,21
44256;44317;peruibe;sao paulo;49297,5
44256;44317;ubatuba;sao paulo;27066,59
44256;44317;general maynard;sergipe;104287172,5
44348;44409;coari;amazonas;6146153,15
44348;44409;tefe;amazonas;139054,05
44348;44409;cairu;bahia;33984,09
44348;44409;itapemirim;espirito santo;30432494,56
44348;44409;marataizes;espirito santo;35581464,03
44348;44409;piuma;espirito santo;304282,6
44348;44409;presidente kennedy;espirito santo;34307942,68
44348;44409;araruama;rio de janeiro;95740,54
44348;44409;armacao dos buzios;rio de janeiro;1133107,34
44348;44409;arraial do cabo;rio de janeiro;147373,2
44348;44409;cabo frio;rio de janeiro;7583239,76
44348;44409;campos dos goytacazes;rio de janeiro;48295885,39
44348;44409;carapebus;rio de janeiro;226602,75
44348;44409;casimiro de abreu;rio de janeiro;1801532,11
44348;44409;macae;rio de janeiro;2866445,48
44348;44409;marica;rio de janeiro;402012647,9
44348;44409;niteroi;rio de janeiro;353451225,3
44348;44409;quissama;rio de janeiro;2505182,55
44348;44409;rio das ostras;rio de janeiro;6531428,7
44348;44409;rio de janeiro;rio de janeiro;66983602,81
44348;44409;sao joao da barra;rio de janeiro;13220566,56
44348;44409;saquarema;rio de janeiro;39892,17
44348;44409;ilhabela;sao paulo;68061024,23
44440;44501;marechal deodoro;alagoas;2000,3
44440;44501;pilar;alagoas;5267,99
44440;44501;rio largo;alagoas;168,45
44440;44501;satuba;alagoas;970,97
44440;44501;coari;amazonas;7142736,09
44440;44501;tefe;amazonas;142769,11
44440;44501;pojuca;bahia;65522,5
44440;44501;itapemirim;espirito santo;36480154,74
44440;44501;jaguare;espirito santo;33606,58
44440;44501;marataizes;espirito santo;42652346,93
44440;44501;piuma;espirito santo;364750,76
44440;44501;presidente kennedy;espirito santo;38259736,42
44440;44501;trizidela do vale;maranhao;26380,76
44440;44501;araruama;rio de janeiro;98482,75
44440;44501;armacao dos buzios;rio de janeiro;1805580,21
44440;44501;arraial do cabo;rio de janeiro;169778,29
44440;44501;cabo frio;rio de janeiro;11827281,39
44440;44501;campos dos goytacazes;rio de janeiro;58512871,48
44440;44501;carapebus;rio de janeiro;2456005,93
44440;44501;casimiro de abreu;rio de janeiro;2813530,47
44440;44501;guapimirim;rio de janeiro;15191959,67
44440;44501;macae;rio de janeiro;2351922,75
44440;44501;marica;rio de janeiro;457037684,9
44440;44501;niteroi;rio de janeiro;402637897,8
44440;44501;parati;rio de janeiro;5968071,11
44440;44501;quissama;rio de janeiro;2510037,9
44440;44501;rio das ostras;rio de janeiro;7389807,79
44440;44501;rio de janeiro;rio de janeiro;75946754,71
44440;44501;sao goncalo;rio de janeiro;79,66
44440;44501;sao joao da barra;rio de janeiro;9775894,55
44440;44501;saquarema;rio de janeiro;70949,33
44440;44501;acu;rio grande do norte;33,3
44440;44501;alto do rodrigues;rio grande do norte;149324,29
44440;44501;areia branca;rio grande do norte;0,17
44440;44501;augusto severo;rio grande do norte;48662,31
44440;44501;pedro avelino;rio grande do norte;35657,74
44440;44501;serra do mel;rio grande do norte;234,3
44440;44501;caraguatatuba;sao paulo;388053220,7
44440;44501;iguape;sao paulo;40924,53
44440;44501;ilhabela;sao paulo;59094131,68
44440;44501;peruibe;sao paulo;18216,51
44440;44501;ubatuba;sao paulo;10001,7
44440;44501;carmopolis;sergipe;1870,16
44440;44501;general maynard;sergipe;4598,83
44440;44501;japaratuba;sergipe;1182,36
44531;44593;marechal deodoro;alagoas;0,05
44531;44593;pilar;alagoas;0,18
44531;44593;satuba;alagoas;0,03
44531;44593;coari;amazonas;5733788,98
44531;44593;tefe;amazonas;115982,51
44531;44593;cairu;bahia;5,38
44531;44593;pojuca;bahia;6339,4
44531;44593;aracruz;espirito santo;304,98
44531;44593;fundao;espirito santo;50,54
44531;44593;itapemirim;espirito santo;28059580,41
44531;44593;jaguare;espirito santo;12,32
44531;44593;linhares;espirito santo;143,84
44531;44593;marataizes;espirito santo;32538384,01
44531;44593;piuma;espirito santo;277941,1
44531;44593;presidente kennedy;espirito santo;33979179,89
44531;44593;serra;espirito santo;128,63
44531;44593;vitoria;espirito santo;11,12
44531;44593;araruama;rio de janeiro;116117,54
44531;44593;armacao dos buzios;rio de janeiro;985528,72
44531;44593;arraial do cabo;rio de janeiro;178773,34
44531;44593;cabo frio;rio de janeiro;6855360,81
44531;44593;campos dos goytacazes;rio de janeiro;56047306,38
44531;44593;carapebus;rio de janeiro;232252,02
44531;44593;casimiro de abreu;rio de janeiro;1832886,61
44531;44593;macae;rio de janeiro;3201973,89
44531;44593;marica;rio de janeiro;561726744,6
44531;44593;niteroi;rio de janeiro;487911418,1
44531;44593;quissama;rio de janeiro;3020400,5
44531;44593;rio das ostras;rio de janeiro;6941850,06
44531;44593;rio de janeiro;rio de janeiro;92250452,17
44531;44593;sao joao da barra;rio de janeiro;16921182,16
44531;44593;saquarema;rio de janeiro;48382,65
44531;44593;areia branca;rio grande do norte;1898,17
44531;44593;augusto severo;rio grande do norte;1,07
44531;44593;mossoro;rio grande do norte;8326,4
44531;44593;serra do mel;rio grande do norte;16,84
44531;44593;caraguatatuba;sao paulo;93070,45
44531;44593;iguape;sao paulo;123006,73
44531;44593;ilhabela;sao paulo;91585321,18
44531;44593;peruibe;sao paulo;54627,65
44531;44593;ubatuba;sao paulo;29891,41
44531;44593;carmopolis;sergipe;159,1
44531;44593;general maynard;sergipe;0,64
44531;44593;japaratuba;sergipe;174,66
44531;44593;maruim;sergipe;3,47
44531;44593;rosario do catete;sergipe;15,95
44531;44593;santo amaro das brotas;sergipe;5,08
44621;44682;coari;amazonas;6393400,68
44621;44682;tefe;amazonas;134534,11
44621;44682;itapemirim;espirito santo;23379390,61
44621;44682;marataizes;espirito santo;27335023,3
44621;44682;piuma;espirito santo;233761,38
44621;44682;presidente kennedy;espirito santo;28077292,77
44621;44682;araruama;rio de janeiro;99626,75
44621;44682;armacao dos buzios;rio de janeiro;1201414,8
44621;44682;arraial do cabo;rio de janeiro;153355,24
44621;44682;cabo frio;rio de janeiro;8033137,1
44621;44682;campos dos goytacazes;rio de janeiro;45731485,46
44621;44682;carapebus;rio de janeiro;87519,29
44621;44682;casimiro de abreu;rio de janeiro;1791612,534
44621;44682;guapimirim;rio de janeiro;121825263
44621;44682;macae;rio de janeiro;1123376,64
44621;44682;mage;rio de janeiro;186499139,7
44621;44682;marica;rio de janeiro;264347702,8
44621;44682;niteroi;rio de janeiro;152507007,7
44621;44682;quissama;rio de janeiro;2539195
44621;44682;rio das ostras;rio de janeiro;4476293,56
44621;44682;rio de janeiro;rio de janeiro;46585482,7
44621;44682;sao goncalo;rio de janeiro;219715330,1
44621;44682;sao joao da barra;rio de janeiro;13756825,14
44621;44682;saquarema;rio de janeiro;41511,44
44621;44682;caraguatatuba;sao paulo;161302,42
44621;44682;iguape;sao paulo;212325,74
44621;44682;ilhabela;sao paulo;93708242,47
44621;44682;peruibe;sao paulo;94511,35
44621;44682;ubatuba;sao paulo;51891,07
44713;44774;coari;amazonas;6170556,48
44713;44774;tefe;amazonas;123792,08
44713;44774;itapemirim;espirito santo;12179601,32
44713;44774;marataizes;espirito santo;14240306,41
44713;44774;piuma;espirito santo;121779,08
44713;44774;presidente kennedy;espirito santo;16895630,89
44713;44774;araruama;rio de janeiro;86586,74
44713;44774;armacao dos buzios;rio de janeiro;1097405,21
44713;44774;arraial do cabo;rio de janeiro;133282,78
44713;44774;cabo frio;rio de janeiro;7320644,32
44713;44774;campos dos goytacazes;rio de janeiro;45488808,68
44713;44774;carapebus;rio de janeiro;230896,79
44713;44774;casimiro de abreu;rio de janeiro;1753644,93
44713;44774;macae;rio de janeiro;2920763,28
44713;44774;marica;rio de janeiro;517745789,5
44713;44774;niteroi;rio de janeiro;431932523,7
44713;44774;quissama;rio de janeiro;2491274,5
44713;44774;rio das ostras;rio de janeiro;6510722,22
44713;44774;rio de janeiro;rio de janeiro;81477373,17
44713;44774;sao joao da barra;rio de janeiro;11807655,36
44713;44774;saquarema;rio de janeiro;36078,06
44713;44774;caraguatatuba;sao paulo;188458,44
44713;44774;iguape;sao paulo;248071,78
44713;44774;ilhabela;sao paulo;88170265,42
44713;44774;peruibe;sao paulo;110422,78
44713;44774;ubatuba;sao paulo;60627,17
44805;44866;coari;amazonas;4196408,42
44805;44866;tefe;amazonas;47670,44
44805;44866;itapemirim;espirito santo;8783746,91
44805;44866;marataizes;espirito santo;10269896,67
44805;44866;piuma;espirito santo;87825,25
44805;44866;presidente kennedy;espirito santo;13275885,43
44805;44866;araruama;rio de janeiro;60427,99
44805;44866;armacao dos buzios;rio de janeiro;903551,49
44805;44866;arraial do cabo;rio de janeiro;93016,68
44805;44866;cabo frio;rio de janeiro;5986527,65
44805;44866;campos dos goytacazes;rio de janeiro;35276281,58
44805;44866;carapebus;rio de janeiro;37989,43
44805;44866;casimiro de abreu;rio de janeiro;1327750,98
44805;44866;macae;rio de janeiro;796590,5
44805;44866;marica;rio de janeiro;438999410,4
44805;44866;niteroi;rio de janeiro;366290185,8
44805;44866;quissama;rio de janeiro;1540133,22
44805;44866;rio das ostras;rio de janeiro;3359064,32
44805;44866;rio de janeiro;rio de janeiro;68842968,41
44805;44866;sao joao da barra;rio de janeiro;10761824,31
44805;44866;saquarema;rio de janeiro;25178,52
44805;44866;caraguatatuba;sao paulo;60648,01
44805;44866;iguape;sao paulo;116521,34
44805;44866;ilha comprida;sao paulo;478607,26
44805;44866;ilhabela;sao paulo;47110827,97
44805;44866;peruibe;sao paulo;35535,27
44805;44866;ubatuba;sao paulo;19510,5
44896;44958;coari;amazonas;3103510,2
44896;44958;tefe;amazonas;66208,28
44896;44958;itapemirim;espirito santo;7903080,75
44896;44958;marataizes;espirito santo;9226675,52
44896;44958;piuma;espirito santo;79505,68
44896;44958;presidente kennedy;espirito santo;11272466,62
44896;44958;trizidela do vale;maranhao;433332,94
44896;44958;araruama;rio de janeiro;43173,59
44896;44958;armacao dos buzios;rio de janeiro;652451,46
44896;44958;arraial do cabo;rio de janeiro;81738,72
44896;44958;cabo frio;rio de janeiro;4342493,98
44896;44958;campos dos goytacazes;rio de janeiro;29961681,93
44896;44958;carapebus;rio de janeiro;124424,1
44896;44958;casimiro de abreu;rio de janeiro;1215286,29
44896;44958;macae;rio de janeiro;1581626,12
44896;44958;marica;rio de janeiro;380640841,7
44896;44958;niteroi;rio de janeiro;311640462,6
44896;44958;parati;rio de janeiro;92968,28
44896;44958;quissama;rio de janeiro;1373684,61
44896;44958;rio das ostras;rio de janeiro;3884173,86
44896;44958;rio de janeiro;rio de janeiro;58485077,88
44896;44958;sao joao da barra;rio de janeiro;8306428,98
44896;44958;saquarema;rio de janeiro;17989,12
44896;44958;ilhabela;sao paulo;45801390,33
44986;45047;coari;amazonas;2606638,89
44986;45047;tefe;amazonas;49954,61
44986;45047;itapemirim;espirito santo;12569940,95
44986;45047;marataizes;espirito santo;14696688,8
44986;45047;piuma;espirito santo;125681,92
44986;45047;presidente kennedy;espirito santo;13674503,53
44986;45047;araruama;rio de janeiro;27312,53
44986;45047;armacao dos buzios;rio de janeiro;166457,83
44986;45047;arraial do cabo;rio de janeiro;42042,11
44986;45047;cabo frio;rio de janeiro;1222814,93
44986;45047;campos dos goytacazes;rio de janeiro;14763911,36
44986;45047;carapebus;rio de janeiro;93465,16
44986;45047;casimiro de abreu;rio de janeiro;432464,52
44986;45047;macae;rio de janeiro;1246022,51
